doc_id,doc_id_cont,txt,update_dt
1378,NULL,"<br>The shareholder yield is a return measure that compares the company cash and non-cash distributions and its market value. The ratio is calculated by summing to the dividend yield the buyback yield, calculated as minus net equity issuance divided by market capitalization. <br><br> All else equal, the lower the ratio the less attractive a company is as an investment, because it means investors are putting money into the company but not receiving a good cash return in exchange. <br><br> This ratio is a more accurate representation of return to the shareholder than the dividend yield because it includes all distributions (and dilutions) for the shareholders. <br><br> <b><i><u>Formula</i></u></b> <br> <br>Yield + 100 * (EqPurch - EqIssued)/MktCap <br> <br>Yield + 100 * (1-SharesQ/SharesPYQ) <br><i>Alternate when EqPurch or EqIssued is N/A</i> <br>",19:45.1
1379,NULL,This value measures the percent of net free cash flow compared to the total revenues. It is calculated as Net Free Cash Flow divided by the Total Revenue for the period expressed as percentage. <br><br>,26:22.3
1380,NULL,This is the quarterly Net Free Cash Flow divided by the fully-diluted (where available) Average Shares Outstanding found on the Income Statement for the same period.  <br><br>,12:46.0
1374,NULL,"The EBITDA yield is a return measure that compares the EBITDA of a company to its enterprise value. The ratio is calculated by dividing the most recent 12 months EBITDA by the current enterprise value. <br><br> All else equal, the lower the ratio, the less attractive a company is as an investment, because it means investors are putting money into the company but not receiving a very good return in exchange. A high EBITDA yield means a company is generating enough cash to keep investing in the business and satisfy its debt and other obligations, including dividend payouts. <br><br> EBITDA measures the return a company is making without amortizing fixed assets, so EBITDA/EV can also be seen as a return on investment proxy for the company. A merit of this ratio is that EBITDA normalizes for differences in capital structure, taxation, and fixed asset accounting, while the enterprise value (EV) also normalizes for differences in a company's capital structure. <br><br> <b>Formula</b> <br> <br>EBITDAYield = 100 * <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=EBITDA"">EBITDATTM</a> / EV <br> <br>",02:59.6
1375,NULL,"<br> <p>Free cash flow yield is a return measure that compares the free cash flow of a company to its market value. A high free cash flow yield result means a company is generating enough cash to satisfy its debt and other obligations, including dividend payouts. Free cash flow, which excludes capital expenditures but considers other ongoing costs a business incurs to keep itself running, is an alternative representation of the returns shareholders receive from owning a business, and may be preferred to net income because it is more difficult to manipulate by management.</p>  <p><strong>Formula:</strong> <br>The ratio is calculated by dividing the most recent trailing twelve months free cash flow by market cap. </p>  <p>FCFYield = <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=FCF"">FCFTTM</a>&nbsp;/&nbsp;<a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MktCap"">MktCap</a> &nbsp;</p>",29:07.2
1376,NULL,"Operating cash flow yield is a return measure that compares the operating cash flow of a company to its market value. The ratio is calculated by dividing the most recent 12 months operating cash flow by the Market Cap. <br><br> All else equal, the lower the ratio, the less attractive a company is as an investment, because it means investors are putting money into the company but not receiving a very good return in exchange. A high operating cash flow yield result means a company is generating enough cash to keep investing in the business and satisfy its debt and other obligations, including dividend payouts. <br><br> Operating cash flow measures the return a company is making without investing in new fixed assets, so operating cash flow yield can also be seen as a return on investment proxy for the company. <br><br> <b><i><u>Formula</i></u></b> <br> <br>OCFYield = 100 * <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=OperCashFl"">OperCashFl</a> / <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MktCap"">MktCap</a> <br> <br>",13:08.1
1267,NULL,"<br> From the original Beneish <a href=""http://www.scribd.com/doc/33484680/The-Detection-of-Earnings-Manipulation-Messod-D-Beneish"" target=""_blank"">paper</a> <br><br> GMI is ratio of the gross margin in year t-1 to the gross margin in year t. When GMI is greater than 1, it indicates that gross margins have deteriorated. Lev and Thiagarajan(1993) suggest that gross margin deterioration is a negative signal about firms' prospects. If firms with poorer prospects are more likely to engage in earnings manipulation, I expect a positive relation between GMI and the probability of earnings manipulation.  <br><br> <u>Beneish Formula</u> <br> <br>((Sales{t-1} - Cost of Goods Sold{t-1}) /Sales{t-1})  / <br>((Sales{t} - Cost of Goods Sold{t}) /Sales{t}) <br><br> <u>Our Formula</u> <br> <br>((GrossProfitPTM/SalesPTM)-(GrossProfitTTM/SalesTTM)) /  <br>abs(GrossProfitTTM/SalesTTM))+1) <br><br> NOTE1: If  GrossProfit during preliminary reporting are N/A , the whole formula excludes the latest period <br><br> NOTE2:To accommodate the possibility of negative gross margins, we use the (a-b)/abs(b) format. To stay consistent, we use the (a-b)/abs(b) approach across the board. But when we do this, we'll get a straightforward percent (expressed in decimal form). For example if we measure the percent change from 10 to 13, our formula will produce an answer of 0.30. However, the a/b approach Beneish used would produce the figure 1.30. We need the latter for use in the overall MScore equation; to multiply the GMI value by the appropriate coefficient. Accordingly, the formula we use to compute GMI is: ((a-b)/abs(b))+1 where a represents values for the t-1 period and b represents values for the t period. <br><br><u>Related Factors:</u> <br><br> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=BeneishMScore"">BeneishMScore</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreAQI"">MScoreAQI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPAMI"">MScoreDEPAMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPI"">MScoreDEPI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDSRI"">MScoreDSRI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreGMI"">MScoreGMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreLVGI"">MScoreLVGI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreTATA"">MScoreTATA</a>",07:32.5
1268,NULL,"<br> From the original Beneish <a href=""http://www.scribd.com/doc/33484680/The-Detection-of-Earnings-Manipulation-Messod-D-Beneish"" target=""_blank"">paper</a> <br><br> LVGI is the ratio of total debt to total assets in year t relative to the corresponding ratio in year t-1. A LVGI greater than 1 indicates an increase in leverage. The variable is included to capture debt covenants incentives for earnings manipulation. Assuming that leverage follows a random walk, LVGI implicitly measures the leverage forecast error. I use the change in leverage in the firms' capital structure given evidence in Beneish and Press(1993) that such changes are associated with the stock market effect of default.  <br><br> <u>Beneish Formula</u> <br> <br>((Long-Term Debt{t} + Current Liabilities{t})/Total Assets{t}) / <br>((Long-Term Debt{t-1} + Current Liabilities{t-1})/Total Assets{t-1})  <br><br> <u>Our Formula</u> <br> <br>((DbtLTQ + CurLiabQ)/AstTotQ) / <br>((DbtLTPYQ + CurLiabPYQ)/AstTotPYQ)  <br><br> NOTE: If  AstTot during preliminary reporting are N/A , the whole formula excludes the latest period <br><br><u>Related Factors:</u> <br><br> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=BeneishMScore"">BeneishMScore</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreAQI"">MScoreAQI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPAMI"">MScoreDEPAMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPI"">MScoreDEPI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDSRI"">MScoreDSRI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreGMI"">MScoreGMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreLVGI"">MScoreLVGI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreTATA"">MScoreTATA</a>",07:48.2
1269,NULL,"<br> From the original Beneish <a href=""http://www.scribd.com/doc/33484680/The-Detection-of-Earnings-Manipulation-Messod-D-Beneish"" target=""_blank"">paper</a> <br><br> Asset quality in a given year is the ratio of non-current assets other than property plant and equipment (PPE) to total assets and measures the proportion of total assets for which future benefits are potentially less certain. AQI is the ratio of asset quality in year t, relative to asset quality in year t-1. AQI is an aggregate measure of the change in the asset realization risk analysis suggested by Siegel (1991). If AQI is greater than 1 it indicates that the firm has potentially increased its involvement in cost deferral. I thus expect a positive relation between AQI and the probability of earnings manipulation. An increase in asset realization risk indicates an increased propensity to capitalize and thus defer costs. <br><br> <u>Beneish Formula</u> <br> <br>(1 - ((Current Assets{t} + Net Plant{t}) / Total Assets{t})) / <br>(1 - ((Current Assets{t-1} + Net Plant{t-1}) / Total Assets{t-1})) <br> <br>If meaningful data is not available, set score equal to neutral (1.00) <br><br> <u>Our Formula</u> <br> <br>ISNA((1-((AstCurQ+ NetPlantQ)/ AstTotQ)) /  <br>(1-((AstCurPYQ+ NetPlantPYQ)/ AstTotPYQ)),1)) <br><br> NOTE: If AstCurQ during preliminary reporting is N/A , the whole formula excludes the latest period <br><br><u>Related Factors:</u> <br><br> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=BeneishMScore"">BeneishMScore</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreAQI"">MScoreAQI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPAMI"">MScoreDEPAMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPI"">MScoreDEPI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDSRI"">MScoreDSRI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreGMI"">MScoreGMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreLVGI"">MScoreLVGI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreTATA"">MScoreTATA</a>",06:04.3
1270,NULL,"<br> From the original Beneish <a href=""http://www.scribd.com/doc/33484680/The-Detection-of-Earnings-Manipulation-Messod-D-Beneish"" target=""_blank"">paper</a> <br><br> SGAI is calculated as the ratio of SGA to sales in year t relative to the corresponding measure in year t-1. The variable is used following Lev and Thiagarajan's (1993) suggestion that analysts would interpret a disproportionate increase in sales as a negative signal about firms future prospects. I expect a positive relation between SGAI and the probability of manipulation. <br><br> <u>Beneish Formula</u> <br> <br>(SG&A{t}/Sales{t}) / (SG&A{t-1}/Sales{t-1}) <br><br>If meaningful data is not available, set score equal to neutral (1.00) <br><br> <u>Our Formula</u> <br> <br>ISNA(((SGandATTM/SalesTTM)/(SGandAPTM/SalesPTM)),1) <br><br> NOTE: If SGandATTM during preliminary reporting is N/A , the whole formula excludes the latest period <br><br><u>Related Factors:</u> <br><br> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=BeneishMScore"">BeneishMScore</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreAQI"">MScoreAQI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPAMI"">MScoreDEPAMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPI"">MScoreDEPI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDSRI"">MScoreDSRI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreGMI"">MScoreGMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreLVGI"">MScoreLVGI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreTATA"">MScoreTATA</a>",08:03.4
1273,NULL,"<br> From the original Beneish <a href=""http://www.scribd.com/doc/33484680/The-Detection-of-Earnings-Manipulation-Messod-D-Beneish"" target=""_blank"">paper</a> <br><br> DEPI is the ratio of the rate of depreciation in year t-1 vs the corresponding rate in year t.The depreciation rate in a given year equals is equal to depreciation/(depreciation+net PPE). A DEPI greater than 1 it indicates that the rate at which assets are depreciated has slowed down--raising the possibility that the firm has revised upwards the estimates of assets useful lives or adopted a new method that is income increasing. I thus expect a positive relation between DEPI and the probability of manipulation. <br><br> <u>Beneish Formula</u> <br> <br>(Depreciation{t-1} / (Depreciation{t-1} + Net Plant{t-1})) / <br>(Depreciation{t} / (Depreciation{t} + Net Plant{t}))  <br><br> <u>Our Formula</u> <br> <br>ISNA((DepAmortPTM / (DepAmortPTM + NetPlantPYQ)) /  <br>(DepAmortTTM / (DepAmortTTM + NetPlantQ)),1) <br><br> NOTE1: Our Beneish score uses this version of DEPI that uses Dep&Amort instead of just Depreciation due to the limited Depreciation data from Compustat (only annual values starting in 2001) <br><br> NOTE2: If DepAmort during preliminary reporting is N/A , the whole formula excludes the latest period <br><br><u>Related Factors:</u> <br><br> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=BeneishMScore"">BeneishMScore</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreAQI"">MScoreAQI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPAMI"">MScoreDEPAMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDEPI"">MScoreDEPI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreDSRI"">MScoreDSRI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreGMI"">MScoreGMI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreLVGI"">MScoreLVGI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreSGAI"">MScoreSGAI</a> <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=MScoreTATA"">MScoreTATA</a>",06:36.3
